loss,accuracy,precision,recall,auc,val_loss,val_accuracy,val_precision,val_recall,val_auc
6.279818058013916,0.12466000020503998,0.6497964859008789,0.07344000041484833,0.694006085395813,4.451270580291748,0.13030000030994415,0.0,0.0,0.6843070983886719
4.3465447425842285,0.09482499957084656,0.0416666679084301,2.499999936844688e-05,0.7020649909973145,4.123968124389648,0.21050000190734863,0.0,0.0,0.8170145153999329
4.010910987854004,0.1438249945640564,0.625,0.0005000000237487257,0.7905986309051514,3.7176551818847656,0.2667999863624573,0.8571428656578064,0.0006000000284984708,0.8857129216194153
3.6917550563812256,0.18507499992847443,0.8049792647361755,0.0048500001430511475,0.8422107100486755,3.3630480766296387,0.31869998574256897,0.9878048896789551,0.008100000210106373,0.9187911748886108
3.4022881984710693,0.2229750007390976,0.7766749262809753,0.015650000423192978,0.8773235082626343,3.0778396129608154,0.35100001096725464,0.9547325372695923,0.02319999970495701,0.934415876865387
3.1679012775421143,0.25622498989105225,0.7631092071533203,0.030925000086426735,0.8992630243301392,2.853874921798706,0.3815999925136566,0.9308035969734192,0.04170000180602074,0.9431433081626892
2.980031967163086,0.28337499499320984,0.7866981625556946,0.04997500032186508,0.9136865139007568,2.6858737468719482,0.4027000069618225,0.9170370101928711,0.061900001019239426,0.9484590291976929
2.8221962451934814,0.3066500127315521,0.7793862223625183,0.06729999929666519,0.9245467782020569,2.5452053546905518,0.41920000314712524,0.8978912234306335,0.08089999854564667,0.9524611234664917
2.696207284927368,0.333050012588501,0.7863595485687256,0.08704999834299088,0.9330194592475891,2.4445159435272217,0.42969998717308044,0.8871841430664062,0.09830000251531601,0.9548602104187012
2.5717482566833496,0.35132500529289246,0.7680044770240784,0.10237500071525574,0.9397261738777161,2.35192608833313,0.43959999084472656,0.8928571343421936,0.11749999970197678,0.9568074941635132
2.4768214225769043,0.370074987411499,0.7754777073860168,0.12174999713897705,0.9442017674446106,2.2816367149353027,0.4481000006198883,0.8891820311546326,0.1348000019788742,0.9578152894973755
