loss,accuracy,precision,recall,auc,val_loss,val_accuracy,val_precision,val_recall,val_auc
4.608532905578613,0.009720000438392162,0.0,0.0,0.49572139978408813,4.607341766357422,0.008200000040233135,0.0,0.0,0.4908585846424103
4.60663366317749,0.009525000117719173,0.0,0.0,0.4947803020477295,4.606904029846191,0.008200000040233135,0.0,0.0,0.4872726798057556
4.606489658355713,0.009100000374019146,0.0,0.0,0.49407827854156494,4.606985092163086,0.008200000040233135,0.0,0.0,0.48596009612083435
4.606494903564453,0.009724999777972698,0.0,0.0,0.4936586022377014,4.60697078704834,0.008200000040233135,0.0,0.0,0.4869697093963623
4.606496334075928,0.009025000035762787,0.0,0.0,0.4948752522468567,4.606917381286621,0.008200000040233135,0.0,0.0,0.4863899052143097
4.606517791748047,0.008949999697506428,0.0,0.0,0.49358129501342773,4.606996059417725,0.009100000374019146,0.0,0.0,0.4859686493873596
4.60651159286499,0.00925000011920929,0.0,0.0,0.4945681691169739,4.606897830963135,0.008200000040233135,0.0,0.0,0.48742425441741943
4.606479167938232,0.00917499978095293,0.0,0.0,0.49524542689323425,4.606990337371826,0.008200000040233135,0.0,0.0,0.4881312847137451
4.606485843658447,0.009100000374019146,0.0,0.0,0.4941388964653015,4.607174396514893,0.008200000040233135,0.0,0.0,0.486159086227417
4.606518745422363,0.008999999612569809,0.0,0.0,0.4946257472038269,4.606936454772949,0.00860000029206276,0.0,0.0,0.4875757694244385
4.606530666351318,0.009224999696016312,0.0,0.0,0.4949459433555603,4.606973648071289,0.00930000003427267,0.0,0.0,0.4877272844314575
4.606482028961182,0.009150000289082527,0.0,0.0,0.4938727021217346,4.606934547424316,0.008700000122189522,0.0,0.0,0.48712122440338135
