loss,accuracy,precision,recall,auc,val_loss,val_accuracy,val_precision,val_recall,val_auc
0.8339034914970398,0.7178999781608582,0.8504765629768372,0.6156600117683411,0.9868231415748596,1.4224731922149658,0.6140000224113464,0.7654141783714294,0.5275999903678894,0.9652906656265259
0.7945901155471802,0.7568749785423279,0.8760563135147095,0.6531000137329102,0.9929006695747375,1.4209229946136475,0.6157000064849854,0.7608294486999512,0.5357000231742859,0.9644134044647217
0.7788692116737366,0.7595000267028809,0.8753061890602112,0.6610749959945679,0.9929482340812683,1.4159014225006104,0.6180999875068665,0.7592462301254272,0.539900004863739,0.9643844962120056
0.7563264966011047,0.7665500044822693,0.8772645592689514,0.671875,0.9936665296554565,1.418012261390686,0.618399977684021,0.7556207180023193,0.541100025177002,0.9635555744171143
0.7441965937614441,0.7689999938011169,0.8787633180618286,0.677174985408783,0.9933207631111145,1.4181073904037476,0.6201000213623047,0.7549778819084167,0.5460000038146973,0.9636330604553223
0.7239978313446045,0.7735000252723694,0.8818029165267944,0.6837499737739563,0.9938412308692932,1.4163954257965088,0.6205999851226807,0.7533003091812134,0.5478000044822693,0.963051974773407
0.7143806219100952,0.7760499715805054,0.8822305202484131,0.6890000104904175,0.9937288165092468,1.4250526428222656,0.6190000176429749,0.7514687776565552,0.550000011920929,0.9622008800506592
0.6994251012802124,0.7839249968528748,0.8849751949310303,0.6953250169754028,0.9940195083618164,1.4158793687820435,0.6219000220298767,0.7533369660377502,0.5530999898910522,0.9626595973968506
0.6884906888008118,0.7845500111579895,0.8854305148124695,0.6998000144958496,0.9942243099212646,1.417275071144104,0.6220999956130981,0.7502039670944214,0.5516999959945679,0.962793231010437
0.6796985864639282,0.7873499989509583,0.8861987590789795,0.7055249810218811,0.9946243166923523,1.4196175336837769,0.6237000226974487,0.7502370476722717,0.5539000034332275,0.9618418216705322
0.6684291958808899,0.7903249859809875,0.8865383267402649,0.7092750072479248,0.9946412444114685,1.417022943496704,0.6230999827384949,0.7501014471054077,0.5544000267982483,0.9617261290550232
0.6650548577308655,0.7894750237464905,0.8859613537788391,0.7095000147819519,0.9946115016937256,1.4154694080352783,0.6248999834060669,0.753585934638977,0.5569000244140625,0.9618992209434509
0.6523449420928955,0.7972000241279602,0.8903403878211975,0.71732497215271,0.9947079420089722,1.4180057048797607,0.6243000030517578,0.7509428858757019,0.5575000047683716,0.9619127511978149
0.6405836343765259,0.7997249960899353,0.8888067007064819,0.7210000157356262,0.9949960112571716,1.4177963733673096,0.6263999938964844,0.7508394718170166,0.5590000152587891,0.9613534808158875
0.628640353679657,0.8012499809265137,0.892320454120636,0.7244750261306763,0.995223343372345,1.425299048423767,0.6261000037193298,0.7475339770317078,0.5608000159263611,0.9603885412216187
0.6229187846183777,0.8023250102996826,0.8920213580131531,0.7261499762535095,0.9952429533004761,1.4210516214370728,0.6255000233650208,0.7489684820175171,0.5626999735832214,0.9610051512718201
0.6166507601737976,0.8062999844551086,0.8950315117835999,0.731374979019165,0.9951475262641907,1.4242582321166992,0.6258999705314636,0.7490342259407043,0.5623000264167786,0.9607015252113342
